"","Posted.On","BHK","Rent","Size","Floor","Area.Type","Area.Locality","City","Furnishing.Status","Tenant.Preferred","Bathroom","Point.of.Contact"
"2361","2022-05-05",3,24000,1400,"2 out of 4","Super Area","Jalahalli, Jalahalli, Outer Ring Road","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"2362","2022-05-05",1,12000,600,"1 out of 3","Super Area","Koramangala","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner"
"2363","2022-06-20",1,4500,200,"4 out of 5","Super Area","T Dasarahalli","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner"
"2364","2022-05-23",1,5000,300,"Ground out of 3","Super Area","Basaveshvara Nagar","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner"
"2365","2022-05-23",1,6000,400,"1 out of 3","Super Area","Vyalikaval, Malleshwaram","Bangalore","Furnished","Bachelors/Family",1,"Contact Owner"
"2366","2022-05-14",1,11000,450,"3 out of 4","Super Area","Rajamahal Guttahalli","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"2367","2022-05-22",2,20000,1180,"1 out of 4","Super Area","C V Raman Nagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"2369","2022-05-23",3,24000,1464,"2 out of 5","Carpet Area","Singasandra, Hosur Road","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"2370","2022-06-24",2,10000,700,"Lower Basement out of 3","Carpet Area","Jp Nagar Phase 5, J P Nagar, Outer Ring Road","Bangalore","Semi-Furnished","Bachelors",2,"Contact Owner"
"2371","2022-06-02",2,16000,680,"1 out of 10","Carpet Area","Devanahalli","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"2372","2022-06-12",3,100000,2750,"5 out of 9","Carpet Area","Prestige Acropolis","Bangalore","Semi-Furnished","Bachelors",4,"Contact Agent"
"2373","2022-05-23",2,14000,800,"Ground out of 2","Super Area","Vijayanagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"2374","2022-06-07",2,7500,600,"3 out of 4","Carpet Area","Karihobanahalli","Bangalore","Unfurnished","Bachelors",1,"Contact Owner"
"2375","2022-05-15",3,16000,1200,"1 out of 4","Carpet Area","Gubbalala, Subramanyapura","Bangalore","Unfurnished","Bachelors",3,"Contact Owner"
"2376","2022-05-12",4,65000,3200,"18 out of 19","Carpet Area","Kothanur","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Agent"
"2378","2022-05-23",1,8000,500,"2 out of 2","Super Area","Frazer Town","Bangalore","Furnished","Bachelors/Family",1,"Contact Owner"
"2379","2022-05-23",2,11000,1200,"Ground out of 2","Super Area","Kadugondanahalli, Kadugondanahalli","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner"
"2380","2022-06-08",1,8000,750,"1 out of 3","Super Area","Prakruthi Township, Hennur","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner"
"2381","2022-06-29",1,13000,700,"1 out of 5","Super Area","GH Society","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"2382","2022-06-20",2,30000,1000,"12 out of 23","Carpet Area","Yeshwantpur","Bangalore","Unfurnished","Bachelors",2,"Contact Agent"
"2383","2022-06-24",2,14000,800,"1 out of 3","Super Area","Keshav Puram, Tri Nagar","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"2384","2022-06-30",1,20000,200,"Ground out of 2","Super Area","Hauz Khas","Delhi","Furnished","Bachelors",1,"Contact Owner"
"2385","2022-06-26",3,80000,1800,"1 out of 3","Carpet Area","South Extension 1","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"2386","2022-06-08",1,9500,400,"2 out of 4","Carpet Area","Neb Sarai","Delhi","Unfurnished","Bachelors/Family",1,"Contact Agent"
"2387","2022-06-08",3,14000,600,"2 out of 4","Carpet Area","kst chattarpur Apartments","Delhi","Unfurnished","Bachelors",3,"Contact Agent"
"2388","2022-05-28",3,65000,1550,"1 out of 3","Carpet Area","Shivalik, Malviya Nagar","Delhi","Semi-Furnished","Bachelors",3,"Contact Agent"
"2389","2022-07-01",2,18500,650,"2 out of 4","Carpet Area","Freedom Fighters Enclave","Delhi","Unfurnished","Bachelors",2,"Contact Owner"
"2390","2022-07-03",2,40000,850,"2 out of 4","Carpet Area","Amar Colony, Lajpat Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Contact Agent"
"2391","2022-06-12",4,90000,2000,"Ground out of 4","Carpet Area","Vasant Kunj","Delhi","Unfurnished","Bachelors",4,"Contact Agent"
"2392","2022-05-14",1,3500,180,"Ground out of 2","Super Area","Ganesh Nagar, Tilak Nagar","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner"
"2393","2022-07-09",3,25000,140,"Ground out of 3","Carpet Area","Janakpuri","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent"
"2394","2022-07-04",1,9000,450,"1 out of 4","Carpet Area","Sudarshan Park","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"2395","2022-06-20",3,90000,2500,"1 out of 3","Carpet Area","New Friends Colony","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Agent"
"2396","2022-06-06",1,22000,720,"3 out of 3","Carpet Area","Shakti Nagar","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner"
"2397","2022-06-04",2,12000,400,"2 out of 4","Carpet Area","kst chattarpur Apartments","Delhi","Unfurnished","Bachelors",1,"Contact Agent"
"2399","2022-04-30",1,20000,250,"1 out of 1","Carpet Area","Nizamuddin East, Nizamuddin","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"2400","2022-06-18",4,260000,3000,"4 out of 4","Super Area","Safdarjung Development Area, Hauz Khas","Delhi","Semi-Furnished","Bachelors/Family",5,"Contact Agent"
"2401","2022-05-12",2,11000,550,"3 out of 5","Carpet Area","New Ashok Nagar","Delhi","Unfurnished","Bachelors",2,"Contact Agent"
"2402","2022-05-04",2,10000,450,"3 out of 4","Carpet Area","Pandav Nagar","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner"
"2403","2022-06-25",3,60000,2500,"2 out of 3","Carpet Area","Saket","Delhi","Unfurnished","Bachelors",3,"Contact Agent"
"2404","2022-06-20",4,350000,800,"1 out of 4","Super Area","Green Park","Delhi","Unfurnished","Bachelors/Family",4,"Contact Agent"
"2406","2022-05-14",1,16000,400,"2 out of 3","Carpet Area","Subhash Nagar","Delhi","Furnished","Bachelors",1,"Contact Owner"
"2407","2022-06-12",2,12000,750,"1 out of 3","Carpet Area","Dwarka Mor","Delhi","Semi-Furnished","Bachelors",2,"Contact Owner"
"2408","2022-07-07",1,8000,400,"1 out of 4","Carpet Area","Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Agent"
"2409","2022-06-30",3,14000,1100,"Ground out of 3","Carpet Area","Dwarka Mor","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent"
"2410","2022-06-08",1,14900,450,"Ground out of 5","Carpet Area","Rohini Sector 18","Delhi","Furnished","Bachelors/Family",1,"Contact Owner"
"2411","2022-04-27",2,15000,850,"3 out of 3","Carpet Area","Rohini Sector 23","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner"
"2412","2022-07-09",3,10000,600,"3 out of 4","Carpet Area","Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Agent"
"2413","2022-05-13",2,40000,750,"1 out of 4","Carpet Area","New Rajendra Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Contact Agent"
"2414","2022-05-29",1,9000,500,"1 out of 4","Carpet Area","Neb Sarai","Delhi","Semi-Furnished","Bachelors",1,"Contact Agent"
"2415","2022-06-17",1,7000,350,"2 out of 4","Carpet Area","Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Agent"
"2416","2022-06-04",2,13500,623,"2 out of 3","Carpet Area","Ganesh Nagar, Tilak Nagar","Delhi","Furnished","Bachelors/Family",1,"Contact Owner"
"2417","2022-06-16",3,95000,2400,"3 out of 4","Carpet Area","Greater Kailash 2","Delhi","Semi-Furnished","Bachelors",3,"Contact Agent"
"2418","2022-05-18",1,20000,75,"2 out of 4","Carpet Area","Malviya Nagar","Delhi","Unfurnished","Bachelors/Family",1,"Contact Agent"
"2419","2022-04-27",2,7500,450,"1 out of 5","Carpet Area","Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"2420","2022-06-30",2,9000,445,"4 out of 4","Carpet Area","Palam Colony, Palam","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner"
"2421","2022-07-04",3,80000,300,"1 out of 3","Carpet Area","Greater Kailash 2","Delhi","Furnished","Bachelors",3,"Contact Agent"
"2423","2022-06-24",1,13000,550,"1 out of 4","Carpet Area","Saket","Delhi","Semi-Furnished","Bachelors",1,"Contact Agent"
"2425","2022-05-18",2,16000,650,"2 out of 4","Carpet Area","Chhattarpur","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent"
"2426","2022-05-31",2,13000,70,"1 out of 3","Super Area","Vikaspuri","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"2427","2022-05-04",2,29000,100,"1 out of 3","Carpet Area","South","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"2428","2022-06-08",3,18000,800,"2 out of 3","Super Area","Hari Nagar Ashram","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner"
"2430","2022-05-23",3,27000,2000,"1 out of 3","Carpet Area","Kohinoor Apartment, Kalkaji Extention","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"2431","2022-05-09",2,18000,600,"1 out of 4","Carpet Area","Arjun Nagar, Safdarjung Enclave","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner"
"2432","2022-06-07",1,11500,450,"3 out of 4","Carpet Area","Bhogal, Jangpura","Delhi","Semi-Furnished","Bachelors",1,"Contact Owner"
"2433","2022-07-07",2,80000,2200,"1 out of 4","Carpet Area","Defence Colony","Delhi","Unfurnished","Bachelors",3,"Contact Agent"
"2434","2022-06-20",2,15500,600,"1 out of 4","Carpet Area","dwarka sector 8 Raj Nagar extension part 2","Delhi","Unfurnished","Bachelors",2,"Contact Owner"
"2435","2022-07-07",4,55000,2000,"2 out of 4","Carpet Area","Dwarka sec 19","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Agent"
"2436","2022-05-01",2,20000,800,"3 out of 4","Super Area","Malviya Nagar","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"2437","2022-06-08",3,35000,170,"4 out of 4","Carpet Area","Chitra Vihar, Swasthya Vihar","Delhi","Unfurnished","Bachelors/Family",2,"Contact Agent"
"2438","2022-05-18",2,38000,150,"Ground out of 4","Carpet Area","Malviya Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Contact Agent"
"2439","2022-05-04",2,16000,650,"3 out of 4","Carpet Area","Freedom Fighters Enclave","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner"
"2441","2022-06-17",1,9500,600,"2 out of 4","Super Area","Chhattarpur","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"2442","2022-07-07",4,90000,2100,"3 out of 3","Carpet Area","Kailash hills, East Of Kailash","Delhi","Semi-Furnished","Bachelors/Family",4,"Contact Agent"
"2443","2022-06-08",1,10000,450,"3 out of 4","Super Area","Rohini Sector 18","Delhi","Unfurnished","Bachelors",1,"Contact Owner"
"2444","2022-06-12",2,25000,100,"2 out of 4","Carpet Area","Lajpat Nagar 1","Delhi","Unfurnished","Bachelors",2,"Contact Owner"
"2445","2022-05-14",1,30000,650,"3 out of 4","Super Area","Lajpat Nagar","Delhi","Furnished","Bachelors/Family",1,"Contact Owner"
"2446","2022-05-18",2,12000,48,"1 out of 3","Super Area","Rohini Sector 16","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner"
"2447","2022-07-07",2,16500,550,"4 out of 4","Carpet Area","Guru Angad Nagar West, Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"2448","2022-06-04",1,4500,240,"1 out of 2","Super Area","Dilshad Colony","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner"
"2449","2022-06-22",2,30000,700,"3 out of 3","Carpet Area","Vasant Kunj Sector B","Delhi","Semi-Furnished","Bachelors",2,"Contact Owner"
"2450","2022-07-03",1,12000,48,"1 out of 2","Super Area","Rohini Sector 11","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"2451","2022-05-27",2,23000,100,"Ground out of 3","Super Area","Mansarover Garden","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner"
"2452","2022-05-18",3,70000,1901,"9 out of 11","Super Area","Unity the Amaryllis, Karol Bagh","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"2453","2022-06-27",1,5500,50,"1 out of 4","Carpet Area","Lado Sarai","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner"
"2454","2022-07-05",3,35000,1300,"3 out of 4","Carpet Area","Dakshini Pitampura","Delhi","Semi-Furnished","Bachelors",3,"Contact Agent"
"2456","2022-05-24",2,22000,800,"2 out of 3","Carpet Area","Arjun Nagar, Safdarjung Enclave","Delhi","Unfurnished","Bachelors/Family",3,"Contact Agent"
"2457","2022-06-09",3,35000,1100,"1 out of 3","Super Area","Kalkaji Extension","Delhi","Semi-Furnished","Bachelors/Family",4,"Contact Owner"
"2458","2022-05-02",1,12000,450,"2 out of 2","Super Area","Dwarka Sector 7","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"2460","2022-05-19",2,22000,1040,"1 out of 2","Carpet Area","Janak Park, Hari Nagar","Delhi","Semi-Furnished","Bachelors",3,"Contact Owner"
"2461","2022-05-18",1,5000,25,"2 out of 5","Carpet Area","Ganga Vihar","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner"
"2462","2022-06-04",2,20500,900,"Ground out of 9","Super Area","IGNOU Road, Saket","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"2463","2022-05-28",2,7500,1100,"3 out of 4","Super Area","Bijwasan","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner"
"2464","2022-07-01",2,5500,380,"1 out of 1","Super Area","Prem Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner"
"2465","2022-06-02",3,25000,450,"2 out of 2","Carpet Area","Gandhi Nagar","Delhi","Semi-Furnished","Bachelors",2,"Contact Owner"
"2467","2022-06-04",1,5000,180,"Ground out of 3","Super Area","Mukherjee Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"2468","2022-05-06",3,40000,1650,"1 out of 3","Carpet Area","Dakshini Pitampura","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"2469","2022-05-31",1,12500,250,"1 out of 5","Super Area","Inder Puri Block A, Inder Puri","Delhi","Furnished","Bachelors/Family",1,"Contact Owner"
"2470","2022-05-29",1,6000,400,"Ground out of 5","Carpet Area","Raghubir Nagar, Tagore Garden Extension","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner"
"2471","2022-07-04",2,15500,900,"Ground out of 3","Carpet Area","Vivek Vihar Phase 2","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent"
"2472","2022-05-27",3,75000,1900,"2 out of 3","Super Area","Malviya Nagar","Delhi","Furnished","Bachelors/Family",3,"Contact Owner"
"2473","2022-06-12",3,36000,892,"2 out of 4","Carpet Area","Gautam Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner"
"2474","2022-05-18",1,13000,400,"Ground out of 4","Carpet Area","Chhattarpur Enclave","Delhi","Semi-Furnished","Bachelors",1,"Contact Agent"
"2475","2022-06-29",3,45000,100,"1 out of 2","Carpet Area","Mandakini Enclave, Alaknanda","Delhi","Unfurnished","Bachelors",2,"Contact Owner"
"2476","2022-06-22",2,2000,60,"1 out of 1","Super Area","Ram Nagar","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner"
"2477","2022-07-04",2,28000,80,"1 out of 5","Super Area","Janakpuri","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"2478","2022-05-12",2,9000,450,"2 out of 4","Carpet Area","Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Agent"
"2479","2022-04-29",1,12000,520,"3 out of 4","Carpet Area","Geeta Colony","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"2480","2022-04-29",1,13000,350,"1 out of 5","Super Area","Rohini Sector 3","Delhi","Furnished","Bachelors/Family",1,"Contact Owner"
"2482","2022-07-07",3,35000,950,"1 out of 4","Carpet Area","Karol Bagh","Delhi","Furnished","Bachelors",2,"Contact Agent"
"2483","2022-05-13",2,10000,450,"1 out of 4","Carpet Area","Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Agent"
"2484","2022-07-07",1,20000,450,"1 out of 4","Carpet Area","Karol Bagh","Delhi","Semi-Furnished","Bachelors",1,"Contact Agent"
"2485","2022-07-07",2,25000,850,"2 out of 4","Carpet Area","Karol Bagh","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent"
"2487","2022-07-08",4,150000,3000,"1 out of 4","Carpet Area","Safdarjung Development Area, Hauz Khas","Delhi","Semi-Furnished","Bachelors/Family",4,"Contact Agent"
"2488","2022-06-16",3,36000,1500,"2 out of 3","Carpet Area","Mahendru Enclave, Model Town","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Owner"
"2489","2022-07-04",2,12000,700,"Ground out of 4","Super Area","Sultanpur","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner"
"2491","2022-05-27",3,17000,800,"2 out of 4","Carpet Area","kst chattarpur Apartments","Delhi","Unfurnished","Bachelors",2,"Contact Agent"
"2492","2022-05-05",1,7500,45,"1 out of 5","Super Area","Laxmi Nagar","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"2493","2022-05-05",1,16000,900,"3 out of 4","Super Area","Kalkaji","Delhi","Furnished","Bachelors/Family",1,"Contact Owner"
"2495","2022-05-10",2,8000,650,"1 out of 4","Super Area","Rangpuri","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner"
"2496","2022-05-10",2,45000,900,"2 out of 4","Super Area","Lajpat Nagar 1","Delhi","Furnished","Bachelors/Family",2,"Contact Owner"
"2497","2022-05-04",2,27000,900,"4 out of 4","Carpet Area","RWA triveni residents","Delhi","Furnished","Bachelors/Family",2,"Contact Owner"
"2498","2022-05-05",2,14000,120,"1 out of 4","Super Area","Dwarka Mor","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner"
"2499","2022-06-12",2,14000,600,"2 out of 4","Carpet Area","kst chattarpur Apartments","Delhi","Unfurnished","Bachelors",2,"Contact Agent"
"2500","2022-05-21",2,14000,615,"2 out of 4","Carpet Area","Laxmi Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner"
"2501","2022-06-14",1,7500,225,"Ground out of 2","Carpet Area","Kapi Bagan Basti","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"2502","2022-06-10",1,10000,800,"1 out of 4","Carpet Area","Paryavaran Complex, Sainik Farm","Delhi","Unfurnished","Bachelors",1,"Contact Owner"
"2503","2022-04-29",1,7000,400,"4 out of 4","Carpet Area","Aya Nagar","Delhi","Semi-Furnished","Bachelors",1,"Contact Owner"
"2504","2022-04-29",1,25000,800,"4 out of 5","Super Area","Mukherjee Nagar","Delhi","Furnished","Bachelors/Family",2,"Contact Owner"
"2505","2022-04-29",2,9000,60,"1 out of 3","Super Area","Mehrauli","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner"
"2506","2022-04-29",3,22000,1000,"1 out of 24","Super Area","Khanpur Extension, Sangam Vihar","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner"
"2507","2022-05-05",3,10000,75,"4 out of 5","Super Area","Sagar Pur","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner"
"2508","2022-05-05",3,11000,800,"1 out of 4","Super Area","Hastsal","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner"
"2510","2022-05-14",3,15000,800,"2 out of 4","Carpet Area","kst chattarpur Apartments","Delhi","Unfurnished","Bachelors",2,"Contact Agent"
"2511","2022-05-10",2,35000,80,"1 out of 3","Super Area","Kamla Nagar","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner"
"2513","2022-05-10",2,52000,1125,"2 out of 5","Super Area","Saket","Delhi","Furnished","Bachelors/Family",2,"Contact Owner"
"2514","2022-04-29",3,15000,900,"3 out of 4","Super Area","Dwarka Mor","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner"
"2515","2022-06-04",2,32000,1100,"3 out of 3","Carpet Area","Rajouri Garden","Delhi","Unfurnished","Bachelors",2,"Contact Agent"
